,variable
,MOY
datetime,
1988-06-30,11.106666666666666
1989-06-30,12.336666666666668
1990-06-30,12.326666666666666
1991-06-30,13.093333333333334
1992-06-30,12.07666666666667
1993-06-30,11.800000000000002
1994-06-30,12.703333333333337
1995-06-30,12.056666666666667
1996-06-30,13.014285714285714
1997-06-30,11.143333333333334
1998-06-30,11.6
1999-06-30,12.816666666666668
2000-06-30,10.926666666666666
2001-06-30,12.509999999999998
2002-06-30,10.049999999999999
2003-06-30,11.183333333333334
2004-06-30,9.659999999999998
2005-06-30,12.433333333333332
2006-06-30,13.42
2007-06-30,11.663333333333334
2008-06-30,12.743333333333334
2009-06-30,10.82
2010-06-30,12.046666666666665
2011-06-30,11.433333333333332
2012-06-30,12.06
2013-06-30,9.756666666666668
2014-06-30,11.243333333333336
2015-06-30,9.873333333333331
2016-06-30,11.060000000000002
2017-06-30,11.296666666666669
2018-06-30,9.54
